Gene1,Gene2
Foxa1,Ccnd1
Foxa1,Dlx1
Foxa1,Nkx2-1
Foxa1,Sox17
Foxa2,Arnt
Foxa2,Gata6
Foxa2,Hes6
Foxa2,Hif1a
Foxa2,Hoxa5
Foxa2,Iapp
Foxa2,Ins1
Foxa2,Irs1
Foxa2,Muc5ac
Foxa2,Neurod1
Foxa2,Nfatc3
Foxa2,Nkx2-1
Foxa2,Sftpd
Foxa2,Shh
Foxa3,Hnf1a
Foxb1,Tceb3
Foxb1,Wnt8b
Foxc1,Bcl2l11
Foxc1,Fgf15
Foxc1,Flna
Foxc1,Mmp7
Foxc1,Pitx2
Foxc2,Myod1
Foxc2,Nrp1
Foxc2,Shh
Foxc2,Vegfa
Foxd3,1700036g14rik
Foxd3,2010308f09rik
Foxd3,2310030g06rik
Foxd3,2810049e08rik
Foxd3,2810404m03rik
Foxd3,4833420g17rik
Foxd3,4930447k03rik
Foxd3,4930527f14rik
Foxd3,4930542d17rik
Foxd3,4932443i19rik
Foxd3,5033411d12rik
Foxd3,5930438m14
Foxd3,6720468p15rik
Foxd3,9330158h04rik
Foxd3,9530026f06rik
Foxd3,9530027j09rik
Foxd3,A1cf
Foxd3,A730015i17
Foxd3,A830082k12rik
Foxd3,A930006i01rik
Foxd3,Adamts10
Foxd3,Adamts6
Foxd3,Adck4
Foxd3,Aen
Foxd3,Ak7
Foxd3,Ambra1
Foxd3,Angptl1
Foxd3,Ankrd13d
Foxd3,Ankrd35
Foxd3,Arf2
Foxd3,Arhgap5
Foxd3,Arid1a
Foxd3,Arl6
Foxd3,Armc7
Foxd3,Arx
Foxd3,Asb3
Foxd3,Atp2a2
Foxd3,B230118h07rik
Foxd3,Bahcc1
Foxd3,Bdnf
Foxd3,Blvra
Foxd3,Bmx
Foxd3,Brd1
Foxd3,C1ql3
Foxd3,C1qtnf3
Foxd3,Casp2
Foxd3,Casz1
Foxd3,Ccdc117
Foxd3,Ccdc129
Foxd3,Cdan1
Foxd3,Cdkn2aip
Foxd3,Celf2
Foxd3,Cfp
Foxd3,Chn2
Foxd3,Clcn3
Foxd3,Cldn8
Foxd3,Ctnnb1
Foxd3,Cyp26c1
Foxd3,Cyth3
Foxd3,D130009i18rik
Foxd3,D14abb1e
Foxd3,D3ertd751e
Foxd3,D630045j12rik
Foxd3,D730050b12rik
Foxd3,Depdc7
Foxd3,Dnajb7
Foxd3,Dusp6
Foxd3,E030011o05rik
Foxd3,E130303b06rik
Foxd3,Efna3
Foxd3,Eif2c4
Foxd3,Eif3j
Foxd3,Ermn
Foxd3,Errfi1
Foxd3,Fam178b
Foxd3,Fezf2
Foxd3,Fgf9
Foxd3,Fktn
Foxd3,Frem1
Foxd3,G630008e18
Foxd3,Gabra3
Foxd3,Gas5
Foxd3,Gata5
Foxd3,Gja6
Foxd3,Gje1
Foxd3,Gm10466
Foxd3,Gm10745
Foxd3,Gm11627
Foxd3,Gm12830
Foxd3,Gm13476
Foxd3,Gm13889
Foxd3,Gm16023
Foxd3,Gm16551
Foxd3,Gm1715
Foxd3,Gm3143
Foxd3,Gm7854
Foxd3,Gm9781
Foxd3,Gpm6b
Foxd3,Gpr156
Foxd3,Gpr52
Foxd3,Gprin1
Foxd3,Grap2
Foxd3,Grb7
Foxd3,Greb1
Foxd3,Grlf1
Foxd3,Hand2
Foxd3,Hepacam2
Foxd3,Hk2
Foxd3,Hoxa9
Foxd3,Hpca
Foxd3,Ick
Foxd3,Ism1
Foxd3,Isy1
Foxd3,Kdelc1
Foxd3,Kdm3a
Foxd3,Kdm3b
Foxd3,Klf4
Foxd3,Klhl1
Foxd3,Krt10
Foxd3,Lhx3
Foxd3,Lhx9
Foxd3,Lingo2
Foxd3,Loc106740
Foxd3,Lrrc66
Foxd3,Lrrtm1
Foxd3,Mapk10
Foxd3,Masp1
Foxd3,Meis1
Foxd3,Mical2
Foxd3,Mir122a
Foxd3,Mir153
Foxd3,Mir181a-1
Foxd3,Mir181b-1
Foxd3,Mir1892
Foxd3,Mir1951
Foxd3,Mir196b
Foxd3,Mir466n
Foxd3,Mir5116
Foxd3,Mir5117
Foxd3,Mllt10
Foxd3,Mmp15
Foxd3,Mospd4
Foxd3,Mov10
Foxd3,Murc
Foxd3,Mxi1
Foxd3,Myf5
Foxd3,Myo3a
Foxd3,Neurog2
Foxd3,Nfib
Foxd3,Nfil3
Foxd3,Nipal2
Foxd3,Nkd1
Foxd3,Nr2f2
Foxd3,Olfr1231
Foxd3,Olfr1260
Foxd3,Olfr1321
Foxd3,Olfr191
Foxd3,Olfr193
Foxd3,Olfr196
Foxd3,Olfr197
Foxd3,Olfr65
Foxd3,Otx1
Foxd3,Otx2
Foxd3,Pappa2
Foxd3,Pax3
Foxd3,Pax7
Foxd3,Pdf
Foxd3,Pgm1
Foxd3,Pgs1
Foxd3,Phkb
Foxd3,Pi4k2a
Foxd3,Pou6f2
Foxd3,Ppargc1a
Foxd3,Ppp1cb
Foxd3,Prima1
Foxd3,Prrc2c
Foxd3,Prrt4
Foxd3,Ralgps2
Foxd3,Rbm4
Foxd3,Rbm47
Foxd3,Rbmxl1
Foxd3,Reep4
Foxd3,Rfx4
Foxd3,Rnf128
Foxd3,Rnf220
Foxd3,Rpe
Foxd3,Rspo3
Foxd3,Rxrg
Foxd3,Satb1
Foxd3,Scg3
Foxd3,Sdha
Foxd3,Sema5b
Foxd3,Sema6a
Foxd3,Sgk1
Foxd3,Slc6a7
Foxd3,Slitrk3
Foxd3,Snora81
Foxd3,Snord47
Foxd3,Sox10
Foxd3,Sox9
Foxd3,Spsb3
Foxd3,Srsf11
Foxd3,Ssbp3
Foxd3,Stac3
Foxd3,Tbx21
Foxd3,Tbx3
Foxd3,Tcp11
Foxd3,Tead1
Foxd3,Tg
Foxd3,Thsd1
Foxd3,Tnrc6b
Foxd3,Topbp1
Foxd3,Trp63
Foxd3,Trpc1
Foxd3,Trpm1
Foxd3,Tsen15
Foxd3,Ttn
Foxd3,Ube2e3
Foxd3,Uros
Foxd3,Usp25
Foxd3,Utp23
Foxd3,Wdr27
Foxd3,Xpot
Foxd3,Ythdf3
Foxd3,Zbtb38
Foxd3,Zbtb44
Foxd3,Zdhhc4
Foxd3,Zeb2
Foxd3,Zfp521
Foxd3,Zfyve1
Foxd3,Zpbp2
Foxe3,Rnps1
Foxe3,Sall4
Foxg1,Tle1
Foxh1,Alx4
Foxh1,Gtf2a1
Foxh1,Nkx2-5
Foxh1,Rxrg
Foxh1,Smad3
Foxh1,Smad4
Foxj1,Pitx2
Foxj1,Rfx2
Foxj1,Spag6
Foxj2,1500017e21rik
Foxj2,1600023n17rik
Foxj2,1700001d01rik
Foxj2,1700007p06rik
Foxj2,1700017d01rik
Foxj2,1700027i24rik
Foxj2,1700034p13rik
Foxj2,1700045h11rik
Foxj2,1700061f12rik
Foxj2,1700094m24rik
Foxj2,1700101i11rik
Foxj2,1700108j01rik
Foxj2,1700125g22rik
Foxj2,1810006k21rik
Foxj2,1810034e14rik
Foxj2,1810055g02rik
Foxj2,2300009a05rik
Foxj2,2310069g16rik
Foxj2,2700069i18rik
Foxj2,2810008m24rik
Foxj2,2810408i11rik
Foxj2,2900002k06rik
Foxj2,2900064a13rik
Foxj2,3110039m20rik
Foxj2,3110099e03rik
Foxj2,4831440e17rik
Foxj2,4921531p14rik
Foxj2,4930404a05rik
Foxj2,4930413g21rik
Foxj2,4930480m12rik
Foxj2,4930524l23rik
Foxj2,4930545l23rik
Foxj2,4930557j02rik
Foxj2,4931408a02rik
Foxj2,4931429p17rik
Foxj2,4931440p22rik
Foxj2,4932411e22rik
Foxj2,4932441j04rik
Foxj2,4933404m02rik
Foxj2,4933412e12rik
Foxj2,4933425b07rik
Foxj2,4933430h16rik
Foxj2,4933433p14rik
Foxj2,6330407j23rik
Foxj2,9130015l21rik
Foxj2,A330023f24rik
Foxj2,A330033j07rik
Foxj2,A4gnt
Foxj2,A730020m07rik
Foxj2,A930006i01rik
Foxj2,A930016o22rik
Foxj2,A930019d19rik
Foxj2,Abcb7
Foxj2,Abhd4
Foxj2,Acvr2a
Foxj2,Adamtsl3
Foxj2,Adh7
Foxj2,Agtr2
Foxj2,Ai428936
Foxj2,Alg9
Foxj2,Alpl
Foxj2,Amacr
Foxj2,Amy2a2
Foxj2,Amy2a3
Foxj2,Amy2a4
Foxj2,Amy2a5
Foxj2,Amy2b
Foxj2,Ankrd1
Foxj2,Ankrd40
Foxj2,Anks1b
Foxj2,Ap3b2
Foxj2,Aplnr
Foxj2,Arhgap21
Foxj2,Arhgap30
Foxj2,Arhgef12
Foxj2,Armc8
Foxj2,Arpp21
Foxj2,Arsj
Foxj2,Arvcf
Foxj2,Atg13
Foxj2,Atoh7
Foxj2,Atp13a5
Foxj2,Atp1b1
Foxj2,Atrip
Foxj2,Atrnl1
Foxj2,Atxn3
Foxj2,Atxn7l1
Foxj2,Au022754
Foxj2,Awat2
Foxj2,B130024g19rik
Foxj2,B230118h07rik
Foxj2,B3gat1
Foxj2,B430010i23rik
Foxj2,B930018h19
Foxj2,Bahd1
Foxj2,Bbox1
Foxj2,Bc016579
Foxj2,Bc027072
Foxj2,Bc030336
Foxj2,Bc055324
Foxj2,Bc060267
Foxj2,Bcl11a
Foxj2,Bfsp2
Foxj2,Bmpr2
Foxj2,Boc
Foxj2,Btbd3
Foxj2,Btf3l4
Foxj2,Bub3
Foxj2,C130021i20rik
Foxj2,C1qtnf7
Foxj2,Calcoco1
Foxj2,Caskin1
Foxj2,Cbll1
Foxj2,Ccdc106
Foxj2,Ccdc30
Foxj2,Ccdc45
Foxj2,Ccndbp1
Foxj2,Ccnt2
Foxj2,Cd109
Foxj2,Cd180
Foxj2,Cd2ap
Foxj2,Cd40
Foxj2,Cd68
Foxj2,Cdh10
Foxj2,Cdh20
Foxj2,Cdh6
Foxj2,Cdk5
Foxj2,Cdk5r1
Foxj2,Cdkn1a
Foxj2,Cdkn2b
Foxj2,Cdx1
Foxj2,Cenpn
Foxj2,Chchd7
Foxj2,Chd2
Foxj2,Chd6
Foxj2,Chga
Foxj2,Chn1
Foxj2,Chpf
Foxj2,Chsy1
Foxj2,Cited2
Foxj2,Cldn10
Foxj2,Cldn5
Foxj2,Cldn6
Foxj2,Clip3
Foxj2,Clnk
Foxj2,Cnbp
Foxj2,Cnga2
Foxj2,Cntn1
Foxj2,Col13a1
Foxj2,Colec10
Foxj2,Cpeb4
Foxj2,Cpne4
Foxj2,Crct1
Foxj2,Csgalnact1
Foxj2,Ctnnb1
Foxj2,Ctxn2
Foxj2,Cwc27
Foxj2,Cxcr4
Foxj2,Cyp2a5
Foxj2,D030025e07rik
Foxj2,D330023k18rik
Foxj2,D530049i02rik
Foxj2,Dbpht2
Foxj2,Dcun1d1
Foxj2,Ddx17
Foxj2,Ddx55
Foxj2,Dhdds
Foxj2,Dhrs13
Foxj2,Dido1
Foxj2,Dis3
Foxj2,Dlx2
Foxj2,Dnaja4
Foxj2,Dnajb12
Foxj2,Dnajc8
Foxj2,Dnm3os
Foxj2,Dock3
Foxj2,Edn1
Foxj2,Efna1
Foxj2,Egr2
Foxj2,Ehbp1l1
Foxj2,Eml1
Foxj2,Enoph1
Foxj2,Entpd1
Foxj2,Esrrb
Foxj2,Etl4
Foxj2,Etv1
Foxj2,Evi5
Foxj2,Evx2
Foxj2,Ext1
Foxj2,F730043m19rik
Foxj2,Fam120aos
Foxj2,Fam149b
Foxj2,Fam163b
Foxj2,Fam196b
Foxj2,Fam19a2
Foxj2,Fam63a
Foxj2,Fam72a
Foxj2,Fam89b
Foxj2,Fan1
Foxj2,Fbxl22
Foxj2,Fbxo11
Foxj2,Fen1
Foxj2,Fgb
Foxj2,Fgf1
Foxj2,Fli1
Foxj2,Foxg1
Foxj2,Foxq1
Foxj2,Ftmt
Foxj2,G6pc3
Foxj2,Gal3st4
Foxj2,Gipc2
Foxj2,Gja10
Foxj2,Gli3
Foxj2,Gm10532
Foxj2,Gm10549
Foxj2,Gm10578
Foxj2,Gm1123
Foxj2,Gm11570
Foxj2,Gm11818
Foxj2,Gm13845
Foxj2,Gm14379
Foxj2,Gm15217
Foxj2,Gm1587
Foxj2,Gm16039
Foxj2,Gm16516
Foxj2,Gm16548
Foxj2,Gm17066
Foxj2,Gm17359
Foxj2,Gm19466
Foxj2,Gm19689
Foxj2,Gm19782
Foxj2,Gm19990
Foxj2,Gm20594
Foxj2,Gm3414
Foxj2,Gm4791
Foxj2,Gm4872
Foxj2,Gm4894
Foxj2,Gm5127
Foxj2,Gm5177
Foxj2,Gm6607
Foxj2,Gm6654
Foxj2,Gm9958
Foxj2,Gnat3
Foxj2,Golga1
Foxj2,Gpm6b
Foxj2,Gpr174
Foxj2,Gpr183
Foxj2,Gpr61
Foxj2,Grik3
Foxj2,Gzmk
Foxj2,Hars2
Foxj2,Hcrtr2
Foxj2,Hdac7
Foxj2,Heatr5a
Foxj2,Helt
Foxj2,Helz
Foxj2,Hemk1
Foxj2,Hesx1
Foxj2,Hist2h2ab
Foxj2,Hist2h2be
Foxj2,Hoxa11
Foxj2,Hoxa11as
Foxj2,Hoxa7
Foxj2,Hoxb9
Foxj2,Hoxc4
Foxj2,Hoxc5
Foxj2,Hoxc6
Foxj2,Hoxd9
Foxj2,Igf2bp1
Foxj2,Il1rapl1
Foxj2,Il2
Foxj2,Inmt
Foxj2,Ints12
Foxj2,Iqcj
Foxj2,Iqcj-schip1
Foxj2,Itgb3bp
Foxj2,Itpkb
Foxj2,Jmjd4
Foxj2,Jmjd8
Foxj2,Kcnh3
Foxj2,Kcnh6
Foxj2,Kcnv1
Foxj2,Kis2
Foxj2,Klhl1
Foxj2,Klkb1
Foxj2,Krtap3-2
Foxj2,Lalba
Foxj2,Lama2
Foxj2,Larp6
Foxj2,Lass2
Foxj2,Lce1l
Foxj2,Lhx2
Foxj2,Lhx5
Foxj2,Lhx6
Foxj2,Lingo2
Foxj2,Lmo4
Foxj2,Loc626693
Foxj2,Lrfn3
Foxj2,Lrguk
Foxj2,Lrp1
Foxj2,Lrrc1
Foxj2,Lrrc10
Foxj2,Mab21l2
Foxj2,Maf
Foxj2,Mageb3
Foxj2,Maml1
Foxj2,Man1c1
Foxj2,Map4k3
Foxj2,Mettl2
Foxj2,Mfap5
Foxj2,Mfsd11
Foxj2,Mgll
Foxj2,Mir103-1
Foxj2,Mir106a
Foxj2,Mir1249
Foxj2,Mir129-2
Foxj2,Mir135a-2
Foxj2,Mir187
Foxj2,Mir18b
Foxj2,Mir1902
Foxj2,Mir1905
Foxj2,Mir1907
Foxj2,Mir1960
Foxj2,Mir199a-2
Foxj2,Mir19b-2
Foxj2,Mir20b
Foxj2,Mir29b-2
Foxj2,Mir3064
Foxj2,Mir3071
Foxj2,Mir3081
Foxj2,Mir30c-1
Foxj2,Mir30e
Foxj2,Mir320
Foxj2,Mir343
Foxj2,Mir363
Foxj2,Mir374c
Foxj2,Mir466f-3
Foxj2,Mir466g
Foxj2,Mir5108
Foxj2,Mir669a-1
Foxj2,Mir687
Foxj2,Mir702
Foxj2,Mir770
Foxj2,Mir879
Foxj2,Mir92-2
Foxj2,Mira
Foxj2,Mpdu1
Foxj2,Mpped2
Foxj2,Mrpl48
Foxj2,Ms4a2
Foxj2,Msmb
Foxj2,Msx2
Foxj2,Mtfr1
Foxj2,Muc19
Foxj2,Nadkd1
Foxj2,Nat1
Foxj2,Nat2
Foxj2,Nbea
Foxj2,Ncdn
Foxj2,Ncoa2
Foxj2,Ndst3
Foxj2,Neo1
Foxj2,Neurl1a
Foxj2,Nfs1
Foxj2,Nfxl1
Foxj2,Nid2
Foxj2,Nkx2-1
Foxj2,Nptx2
Foxj2,Nr2f2
Foxj2,Ntn1
Foxj2,Ntsr1
Foxj2,Nudt9
Foxj2,Numb
Foxj2,Nxph1
Foxj2,Nxph2
Foxj2,Olfr1180
Foxj2,Olfr1323
Foxj2,Olfr1324
Foxj2,Olfr1361
Foxj2,Olfr248
Foxj2,Olfr437
Foxj2,Olfr65
Foxj2,Olfr750
Foxj2,Opalin
Foxj2,Orc4
Foxj2,Pacsin3
Foxj2,Pak3
Foxj2,Panx2
Foxj2,Papolg
Foxj2,Pappa2
Foxj2,Pax6os1
Foxj2,Pcdh10
Foxj2,Pcdhb13
Foxj2,Pcdhb21
Foxj2,Pcdhb22
Foxj2,Pdcd4
Foxj2,Pdcd6ip
Foxj2,Pde4b
Foxj2,Pdhb
Foxj2,Pdzrn3
Foxj2,Phactr3
Foxj2,Phxr4
Foxj2,Pkp4
Foxj2,Plce1
Foxj2,Pldi
Foxj2,Pmch
Foxj2,Pnlip
Foxj2,Pno1
Foxj2,Pogz
Foxj2,Pou3f4
Foxj2,Pou6f2
Foxj2,Ppfibp1
Foxj2,Ppm1d
Foxj2,Ppp3ca
Foxj2,Prdm1
Foxj2,Prdm12
Foxj2,Prickle2
Foxj2,Prkaa1
Foxj2,Prkce
Foxj2,Prpf40a
Foxj2,Psma4
Foxj2,Pstpip1
Foxj2,Ptchd2
Foxj2,Ptgdr
Foxj2,Ptplad1
Foxj2,Ptx3
Foxj2,Rab6b
Foxj2,Rabl6
Foxj2,Rad17
Foxj2,Rad51ap2
Foxj2,Rad9b
Foxj2,Rapgef2
Foxj2,Rapgef4
Foxj2,Rasal3
Foxj2,Rbm18
Foxj2,Rbm47
Foxj2,Reep3
Foxj2,Rffl
Foxj2,Rmi1
Foxj2,Rogdi
Foxj2,Ropn1l
Foxj2,Rorb
Foxj2,Rpl7
Foxj2,Rplp0
Foxj2,Rps15a-ps4
Foxj2,Rps26
Foxj2,Rras
Foxj2,Rsrc1
Foxj2,Rtl1
Foxj2,Runx1
Foxj2,Runx1t1
Foxj2,Runx2
Foxj2,Sall1
Foxj2,Sall3
Foxj2,Satb1
Foxj2,Scn1a
Foxj2,Scn2b
Foxj2,Scnm1
Foxj2,Scube3
Foxj2,Sec23a
Foxj2,Sema3a
Foxj2,Sema3c
Foxj2,Sema6d
Foxj2,Sgk1
Foxj2,Sgk3
Foxj2,Shb
Foxj2,Sipa1
Foxj2,Skap2
Foxj2,Skor1
Foxj2,Slc10a7
Foxj2,Slc12a1
Foxj2,Slc15a5
Foxj2,Slc26a7
Foxj2,Slc27a6
Foxj2,Slc39a8
Foxj2,Slc44a1
Foxj2,Slc4a10
Foxj2,Slc6a12
Foxj2,Slit3
Foxj2,Slitrk4
Foxj2,Smgc
Foxj2,Sncaip
Foxj2,Snd1
Foxj2,Snora20
Foxj2,Snrpa
Foxj2,Sox21
Foxj2,Sox6
Foxj2,Spats2l
Foxj2,Spns2
Foxj2,Spon1
Foxj2,Srgap2
Foxj2,Sssca1
Foxj2,Stap1
Foxj2,Stk33
Foxj2,Strn3
Foxj2,Supt7l
Foxj2,Surf1
Foxj2,Tal1
Foxj2,Tars2
Foxj2,Tbx15
Foxj2,Tbxas1
Foxj2,Tex264
Foxj2,Tfb1m
Foxj2,Thsd4
Foxj2,Tle1
Foxj2,Tmem106b
Foxj2,Tmem125
Foxj2,Tmtc4
Foxj2,Tnnc2
Foxj2,Tox2
Foxj2,Tox3
Foxj2,Trim2
Foxj2,Trim27
Foxj2,Trpm3
Foxj2,Trps1
Foxj2,Tsnaxip1
Foxj2,Ttc33
Foxj2,Ttc39a
Foxj2,Txndc11
Foxj2,Txndc12
Foxj2,U2af1l4
Foxj2,Ubap2l
Foxj2,Ubn1
Foxj2,Ubqlnl
Foxj2,Ugt1a2
Foxj2,Uhrf2
Foxj2,Unc50
Foxj2,Unc80
Foxj2,Usp13
Foxj2,Usp27x
Foxj2,Usp3
Foxj2,Vapb
Foxj2,Vasn
Foxj2,Vezt
Foxj2,Vgll4
Foxj2,Vma21
Foxj2,Wdr25
Foxj2,Wdr5b
Foxj2,Wdr61
Foxj2,Wdr65
Foxj2,Wdr8
Foxj2,Wibg
Foxj2,Wwp1
Foxj2,Zbtb20
Foxj2,Zbtb37
Foxj2,Zeb2
Foxj2,Zfand4
Foxj2,Zfp536
Foxj2,Zfp644
Foxj2,Zfyve1
Foxl2,Cyp19a1
Foxl2,Ddx20
Foxl2,Esr1
Foxl2,Esr2
Foxl2,Gnrh1
Foxl2,Gnrhr
Foxl2,Sox9
Foxm1,Anln
Foxm1,Aspm
Foxm1,Aurka
Foxm1,Aurkb
Foxm1,Birc5
Foxm1,Bub1b
Foxm1,Ccna2
Foxm1,Ccnb1
Foxm1,Ccnb2
Foxm1,Ccnf
Foxm1,Cdc20
Foxm1,Cdc25a
Foxm1,Cdc25b
Foxm1,Cdc25c
Foxm1,Cdca2
Foxm1,Cdca5
Foxm1,Cdk1
Foxm1,Cenpe
Foxm1,Cenpi
Foxm1,Cenpn
Foxm1,Cep55
Foxm1,Chtf18
Foxm1,Ckap2
Foxm1,Ckap2l
Foxm1,Ctnnb1
Foxm1,Dach1
Foxm1,Dlgap5
Foxm1,Espl1
Foxm1,Gli1
Foxm1,Kif11
Foxm1,Kif18b
Foxm1,Kif22
Foxm1,Kif23
Foxm1,Kif2c
Foxm1,Kif4
Foxm1,Kntc1
Foxm1,Melk
Foxm1,Mki67
Foxm1,Mmp2
Foxm1,Mmp9
Foxm1,Nanog
Foxm1,Ncapg
Foxm1,Ncaph
Foxm1,Ndc80
Foxm1,Nek2
Foxm1,Npm1
Foxm1,Nusap1
Foxm1,Pbk
Foxm1,Pin1
Foxm1,Plk1
Foxm1,Plk4
Foxm1,Racgap1
Foxm1,Sgol1
Foxm1,Shcbp1
Foxm1,Ska3
Foxm1,Skp2
Foxm1,Spag5
Foxm1,Tk1
Foxm1,Top2a
Foxm1,Tpx2
Foxm1,Trip13
Foxm1,Ttk
Foxm1,Uhrf1
Foxm1,Vegfa
Foxm1,Zwilch
Foxn2,Gcm2
Foxn2,Msx2
Foxn2,Nfe2
Foxn2,Tlx3
Foxn4,Nr4a2
Foxo1,1110020a21rik
Foxo1,1190002f15rik
Foxo1,1600002h07rik
Foxo1,1600020e01rik
Foxo1,1700010k23rik
Foxo1,1700019e19rik
Foxo1,1700123o21rik
Foxo1,2410002o22rik
Foxo1,2610203c20rik
Foxo1,2810404m03rik
Foxo1,2900008c10rik
Foxo1,2900092e17rik
Foxo1,3110039m20rik
Foxo1,4921504a21rik
Foxo1,4921530l21rik
Foxo1,4930412o13rik
Foxo1,4930430f08rik
Foxo1,4930455h04rik
Foxo1,4930488l21rik
Foxo1,4930523c07rik
Foxo1,4930539j05rik
Foxo1,4931408d14rik
Foxo1,4932411e22rik
Foxo1,4932412d23rik
Foxo1,4932415g12rik
Foxo1,4933428c19rik
Foxo1,5430437p03rik
Foxo1,5930438m14
Foxo1,6330512m04rik
Foxo1,9330111n05rik
Foxo1,9330117o12
Foxo1,9930021j03rik
Foxo1,A030009h04rik
Foxo1,A330023f24rik
Foxo1,A430035b10rik
Foxo1,A930001n09rik
Foxo1,A930004d18rik
Foxo1,Aatf
Foxo1,Abhd4
Foxo1,Acp2
Foxo1,Adam12
Foxo1,Adamts3
Foxo1,Agrp
Foxo1,Akt2
Foxo1,Akt3
Foxo1,Amn
Foxo1,Ank2
Foxo1,Ankrd44
Foxo1,Ar
Foxo1,Arhgap28
Foxo1,Asah2
Foxo1,Asb15
Foxo1,Atp2b4
Foxo1,Atp6v1b1
Foxo1,Atxn7l1
Foxo1,Azi2
Foxo1,Bahcc1
Foxo1,Bc055402
Foxo1,Bcl10
Foxo1,Bcl6
Foxo1,Bcl9l
Foxo1,Bcor
Foxo1,Bdnf
Foxo1,Bglap
Foxo1,Brd3
Foxo1,Brd4
Foxo1,Bscl2
Foxo1,Bsx
Foxo1,Btf3l4
Foxo1,Btg1
Foxo1,C130021i20rik
Foxo1,C1qtnf3
Foxo1,C78339
Foxo1,C87198
Foxo1,Cachd1
Foxo1,Cacna1d
Foxo1,Cacna1e
Foxo1,Cacng6
Foxo1,Cadps
Foxo1,Camta1
Foxo1,Cask
Foxo1,Ccdc112
Foxo1,Ccdc45
Foxo1,Ccdc76
Foxo1,Ccdc92
Foxo1,Ccdc97
Foxo1,Cd2ap
Foxo1,Cd44
Foxo1,Cdh16
Foxo1,Cdk2
Foxo1,Cebpa
Foxo1,Cenpi
Foxo1,Cir1
Foxo1,Cnnm3
Foxo1,Col5a2
Foxo1,Coq3
Foxo1,Coro6
Foxo1,Cpn1
Foxo1,Creb5
Foxo1,Crim1
Foxo1,Csf1r
Foxo1,Ctnnb1
Foxo1,Ctsl
Foxo1,Ctxn3
Foxo1,Cxxc4
Foxo1,Cyp7a1
Foxo1,D030025e07rik
Foxo1,D230037d09rik
Foxo1,Dach1
Foxo1,Dach2
Foxo1,Dctn4
Foxo1,Dctn5
Foxo1,Ddb1
Foxo1,Ddit4
Foxo1,Ddx31
Foxo1,Dennd2a
Foxo1,Dhdds
Foxo1,Dleu2
Foxo1,Dlgap1
Foxo1,Dll1
Foxo1,Dlx6as1
Foxo1,Dmkn
Foxo1,Dnajc6
Foxo1,Dolk
Foxo1,Dpyd
Foxo1,Dpysl4
Foxo1,Dusp14
Foxo1,Dusp4
Foxo1,Dynlrb2
Foxo1,Dyrk1a
Foxo1,E130114p18rik
Foxo1,Eaf2
Foxo1,Ears2
Foxo1,Efcab4a
Foxo1,Efna1
Foxo1,Egln2
Foxo1,Eif4ebp2
Foxo1,Elavl4
Foxo1,Eml1
Foxo1,Ercc5
Foxo1,Ermn
Foxo1,Ern2
Foxo1,Etv5
Foxo1,Fam100a
Foxo1,Fam131b
Foxo1,Fam134a
Foxo1,Fam176a
Foxo1,Fam53c
Foxo1,Fbp1
Foxo1,Fbp2
Foxo1,Fbxo3
Foxo1,Fbxo32
Foxo1,Fbxw7
Foxo1,Fhl2
Foxo1,Fkbp7
Foxo1,Fli1
Foxo1,Fnip1
Foxo1,Foxo4
Foxo1,Foxp2
Foxo1,Foxred1
Foxo1,Frmd8
Foxo1,Frmpd3
Foxo1,G6pc2
Foxo1,Gabarap
Foxo1,Gabpa
Foxo1,Gcat
Foxo1,Gfi1b
Foxo1,Glcci1
Foxo1,Gm10494
Foxo1,Gm10637
Foxo1,Gm10638
Foxo1,Gm10658
Foxo1,Gm11529
Foxo1,Gm11944
Foxo1,Gm13476
Foxo1,Gm15401
Foxo1,Gm17745
Foxo1,Gm3230
Foxo1,Gm3414
Foxo1,Gm3716
Foxo1,Gm5089
Foxo1,Gm5176
Foxo1,Gm6878
Foxo1,Gm715
Foxo1,Gm9899
Foxo1,Gna13
Foxo1,Gnrh1
Foxo1,Gpr52
Foxo1,Grb2
Foxo1,Gsx2
Foxo1,H2-dma
Foxo1,H2-ke2
Foxo1,Harbi1
Foxo1,Hbp1
Foxo1,Hdac4
Foxo1,Helz
Foxo1,Hepacam2
Foxo1,Hexim1
Foxo1,Hist1h2be
Foxo1,Hivep2
Foxo1,Hnf4a
Foxo1,Hoxa1
Foxo1,Hoxb1
Foxo1,Hoxb3
Foxo1,Hoxd8
Foxo1,Iapp
Foxo1,Ica1
Foxo1,Id2
Foxo1,Igf1r
Foxo1,Il1rapl1
Foxo1,Il21
Foxo1,Inhba
Foxo1,Ins1
Foxo1,Insr
Foxo1,Ipcef1
Foxo1,Irf4
Foxo1,Irs2
Foxo1,Irs3
Foxo1,Irs4
Foxo1,Irx3
Foxo1,Itgb7
Foxo1,Itpkb
Foxo1,Jag1
Foxo1,Kcnb2
Foxo1,Kcnip2
Foxo1,Kcnj16
Foxo1,Khnyn
Foxo1,Kif20a
Foxo1,Klhdc2
Foxo1,Kremen1
Foxo1,Krit1
Foxo1,Lef1
Foxo1,Leprotl1
Foxo1,Lgi1
Foxo1,Lhx6
Foxo1,Lingo2
Foxo1,Lmna
Foxo1,Lmo4
Foxo1,Lnx1
Foxo1,Lrpprc
Foxo1,Luzp1
Foxo1,Maff
Foxo1,March1
Foxo1,Mark3
